cidade;denominacao_do_bem_tombado;endereco;tipo;ano_de_tombamento
Barra Longa;Antiga Residência Senhor Antônio Modesto de Freitas Filho e irmãos;Avenida Capitão Manoel Carneiro nº 154 - Centro;BI;2004
Barra Longa;Conjunto Paisagístico do encontro dos rios do Carmo e Gualaxo do Norte  - Ponte do Onça arrasada pelo rompimento da barragem de rejeitos da Samarco em 2015 - Reconstruída / Ponte Jurumirim repintada após ser atingida pelos rejeitos da barragem da Samarco- 3 ha;No encontro dos rios Gualaxo do norte e do Carmo, abrangendo, também, trecho do Rio do Carmo, que se estende da Ponte Quindumba à Ponte do Jurumirim, e trecho do Rio Gualaxo do norte, da Ponte do Onça até a ponte Jurumirim, formando assim um polígono triangular onde as APP  dos rios estão inseridas. Vale ressaltar que o trecho do perímetro de tombamento, à margem esquerda do rio, pertence à APA Barra Longa;CP;2009
Barra Longa;Capela Nossa Senhora do Rosário;Praça do Rosário s/nº;BI;2003
Barra Longa;Igreja Matriz de São José;Praça Governador Valadares s/nº - Centro;BI;2004
Barra Longa;Hotel Xavier;Praça João Patrício Xavier nº 11 - Centro;BI;2004
Barra Longa;Imagem de Nossa Senhora do Rosário;Capela Nossa Senhora do Rosário - Praça Nossa Senhora do Rosário s/nº - Centro;BM;2003
Barra Longa;Fazenda Boa Vista da Outra Banda;Rodovia MG 326 - sentido Barra Longa e Ponte Nova – localidade de Outra Banda– próximo ao Povoado de Gesteira;BI;2019
Barra Longa;Antiga sede da Prefeitura Municipal - Escola e Coletoria Pública Estadual/Primeira sede da Prefeitura Municipal;Rua Matias Barbosa nº 23 - Centro;BI;2004
Barroso;Acervo de Partituras da Banda de Música Municipal de Barroso;Avenida Prefeito Genésio Graçano - Estação Rodoviária Severino Pereira da Silva - Sede da Banda de Musica Municipal;BM;2007
Barroso;Praça Sant'Ana e seu jardim - 0,21 ha;P1- Ponto que resulta do encontro dos eixos da rua da Igreja Matriz de Sant’ana com a Rua da Prefeitura Municipal, P2- Ponto que resulta do encontro dos eixos da rua da Prefeitura Municipal com a rua de uso predominante civil P3- Ponto que resulta do encontro dos eixos da rua da Igreja Matriz da Sant’ana com a rua de uso predominantemente civil  - Centro;CP;2004
Barroso;Casa Dona Cici;Praça de Sant'Ana nº 252 - Centro;BI;2010
Barroso;Estação Ferroviária de Barroso - Destombamento por decisão judicial em junho/2016;Rua Brasiliano de Melo e Severiano Rodrigues - Bairro do Rosário;BI;2023
Belmiro Braga;Conjunto Paisagístico do Cemitério de São José das Três Ilhas - 0,246327 ha;Distrito de São José das Três Ilhas;CP;2012
Belmiro Braga;Capela do Divino Espírito Santo de Sobragi;Rua Joaquim Teixeira nº48 - Distrito de Sobragy;BI;2012
Belmiro Braga;Fazenda das Palmeiras;Km 18 da via entre Belmiro Braga e São José das Três Ilhas - Zona Rural;BI;2012
Belmiro Braga;Coreto da Praça de Santana;Praça de Sant'Ana;BI;2013
Belmiro Braga;Igreja de Sant'Ana;Rua Nicola Falci s/ nº;BI;2004
Belmiro Braga;Imagem de São José de Botas;Matriz de São José das Três Ilhas - Rua A ou Barão del Rei s/ nº;BM;2004
Belmiro Braga;Conjunto Paisagístico da Fazenda Boa Esperança - 0,06 ha;Estrada de Belmiro Braga ao Rio de Janeiro, KM 12 - Zona Rural;CP;2023
Belo Horizonte;Condomínio Pilar - Condomínio Edifício Alagoas - Fachadas e volume;Avenida Afonso Pena nº 1626;BI;2008
Belo Horizonte;Pizzaria Villa Floriano;Avenida do Contorno nº 3.277 – Conjunto Urbano da Praça Floriano Peixoto e Adjacências;BI;2017
Belo Horizonte;Mural Minas do Século XVII ao Século XX - Conjunto de Murais da Artista Yara Tupynambá;Palácio da Inconfidência- Edifício sede da Asembléia Legislativa do Estado de MG - Rua Rodrigues Caldas nº 30;BM;2012
Belo Horizonte;Mural Desbravamento do Rio São Francisco - Conjunto de Murais da Artista Yara Tupynambá;Faculdade de Educação / UFMG - Avenida Antônio Carlos 6627- Pampulha;BM;2012
Belo Horizonte;Mural O Trabalho Humano - Conjunto de Murais da Artista Yara Tupynambá;Unidade Administrativa II Campus da UFMG - Sede da FUNDEP- Avenida Antônio Carlos  6627 - Pampulha;BM;2012
Belo Horizonte;Mural Ciclo do Diamante - Conjunto de Murais da Artista Yara Tupynambá;Ministério da Fazenda / Receita Federal MG - Avenida Afonso Pena  1316 - Centro;BM;2012
Belo Horizonte;Mural Pelos Caminhos de Minas- Conjunto de Murais da Artista Yara Tupynambá;Tribunal de Contas do Estado de Minas Gerais - Avenida Raja Gabalia  nº1315 - Luxemburgo;BM;2012
Belo Horizonte;Praça Rui Barbosa nº 187 - Edifício Itatiaia  - fachadas e volume -  Hotel Itatiaia;Praça Rui Barbosa nº187;BI;2008
Belo Horizonte;Minas Tênis Clube - unidade I - tombamento integral dos prédios da sede social e da torre do relógio, paisagísmo da área arborizada adjacente na fachada posterior da sede  das piscinas e dos bens móveis originais em estilo marajoara relacionados: 01 balcão de talheres do restaurante, 18 mesas do restaurante, 167 cadeiras do restaurante, luminárias opalina lisa, luminárias opalina escalonada, 10 cadeiras do salão de leitura,0 9 lustres do resturante, 01 mesa de canto do salão de leitura, 03 mesas de jogos do salão de leitura e 01 mesa de reunião do salão de leitura;Rua da Bahia nº2244;BI;2008
Belo Horizonte;Edificação;Rua do Inconfidentes nº 68 - Lotes 006 e 005 - Parte  Quarteirão 019 - 7 ° Seção Urbana;BI;2008
Belo Horizonte;"Mobililário pertencente ao Palácio da Incofidência - Assembléia Legislativa de Minas Gerais: escultura em ferro Amilcar de Castro; poltrona Mole; mobiliário do hall do Salão Vermelho; mesa de reunião do Salão Vermelho; mobiliário do Salão Vermelho; mobiliário do hall de acesso ao Plenário - Estar I; mobiliário de acesso ao Plenário - Estar II; mobiliário do Plenário; luminárias do Plenário  das galerias e do Salão nobre; mobiliário do Salão nobre; Painel em madeira localizado na Sala do Presidente.; sofá e poltrona Maralunga; vitrais da Capela; Pau-Brasil situada na porção frontal da quadra que abriga o Palácio da Incofidência.";Rua Rodrigues Caldas nº 30 - Bairro Santo Agostinho;BM;2012
Belo Horizonte;Edificação;Rua Santa Catarina  nº 796 - Lourdes;BI;2017
Belo Horizonte;Mural Entradas e Bandeiras- Conjunto de Murais Yara Tupynambá;Sede do Serviço Federal de Processamento de Dados - SERPRO- Avenida José Câdido da Siveira  1200 - Cidade nova;BM;2012
Belo Horizonte;"Serra do Curral – 4 sub áreas: Barreiro; Bonsucesso; Cercadinho; Serra; Acaba Mundo; Taquaril";Serra do Curral;CP;1995
Belo Horizonte;Conjunto Urbano Praça Tiradentes e Adjacências;Não informado;CP;Não informado
Belo Horizonte;Conjunto Arquitetônico e Paisagístico da Pampulha:composto pela Casa do Baile, antigo Cassino, Iate clube, a Igreja de São Francisco, Lagoa e Casa JK;"19°51'05.2""S 43°58'45.4""W";CP;1984
Belo Horizonte;Sobrado das Grades ou das Carambolas;Rua Pium-í nº195 - Bairro Cruzeiro;BI;2008
Belo Horizonte;Edificação;Rua Santa Catarina nº 626 - Lourdes;BI;2008
Belo Oriente;Cruzeiro;Praça do Cruzeiro - Rua 1° de Março - Início da Avenida Brasil;BI;2004
Belo Oriente;Sino;Igreja Matriz Nossa Senhora da Piedade - Praça Nossa Senhora da Piedade  s/nº - Centro;BM;2004
Belo Oriente;Jaqueiras - Astrocarpus sp -  0,25 ha;Rua 1° de Março - Em frente ao nº 40 - Praça das Jaqueiras - Centro;CP;2004
Belo Oriente;Casa de Escola - Casa de Cultura;Rua 1° de Março - Praça Nossa Senhora da Piedade - Centro;BI;2004
Belo Vale;Ponte de Arco do Arrojado - 56,29 metros;MG-442 e, em seguida, toma-se a estrada vicinal em direção à Comunidade do Sandi. De Sandi, ruma-se a sul, margeando o leito do Rio Paraopeba;BI;2025
Belo Vale;Estação Feroviária do Arrojado;Às margens da Ferrovia RFFSA, distante 15 Km do Centro;BI;2025
Belo Vale;Estação Ferroviária de Belo Vale - 0,59 ha;Bairro da Estação;CP;2008
Belo Vale;Conjunto das Ruínas da Fazenda da Chacara - 2,33 ha;Comunidade Quilombola Chacrinha dos Pretos de Belo Vale;CP;2024
Belo Vale;Imagem de São Gonçalo de Amarante;Igreja Matriz de São Gonçalo do Amarante - Salão Paroquial -  Rua Antônio de Freiras Virelli  nº  22 - Centro;BM;2007
Belo Vale;Casinha Velha;Margens da estrada municipal,s/nº - Povoado Vargem de Santana;BI;2024
Belo Vale;Casa da Bica de Vargem de Santana;Povoado de Vargem de Santana - Distrito de Santana do Paraopeba;BI;2018
Belo Vale;Igreja de Santana;Povoado Vargem de Santana - Distrito Santana do Paraopeba;BI;2020
Belo Vale;Casarão dos Araújos;Praça Cláudio Pinheiro nº  112 - Centro;BI;2011
Belo Vale;Igreja Matriz de São Gonçalo da Ponte;Praça Cláudio Pinheiro,s/nº - Centro;BI;2023
Belo Vale;Capela de Nossa Senhora da Boa Morte;Praça da Comunidade de Boa Morte,s/nº - Distrito de Boa Morte;BI;2023
Belo Vale;Conjunto Arqueológico e Paisagístico das Ruínas das Casas Velhas e Calçada de Pedras - 23,32 ha;Serra dos Mascates - porção sul da Serra da Moeda  Zona  Rural de Belo Vale;CP;2018
Berilo;Imagem de Nossa Senhora da Conceição;Igreja Matriz de Nossa Senhora  da Conceição - Rua Abreu Vieira  s/nº - Centro;BM;2007
Berilo;Sobrado do Inconfidente Domingos de Abreu Vieira;Rua do Porto nº  204;BI;2005
Betim;Colégio Comercial Betinense - Antiga Grupo Escolar Afonso Pena - Museu Paulo Araújo Moreira Gontijo;Centro Antiga de Capela Nova - Alameda Maria Turíbia de Jesus - esquina com Avenida Amazonas;BI;2001
Betim;Portal da Colônia Santa Isabel;Antiga Colônia Santa Isabel  Regional Citrolândia;BI;2001
Betim;Caixa d'água;Avenida Governador Valadares esquina com Rua Aqueber Saliba - Centro;BI;2011
Betim;Casa de Cultura Josephina Bento;Centro Antiga de Capela Nova - Avenida Padre Osório Braca nº 149 - Praça Milton Campos  s/nº e Rua Cônego Domingo Martins nº 246;BI;2001
Betim;Casa de Máquina Usina Hidrelétrica Doutor Gravatá;Fazenda Cachoeiras às margens do Rio Betim;BI;2003
Betim;Acervo do Padre Osório: 01 suporte de tinteiro, 06 salvas, 10 casulas, 03 estolas, 07 tapa corpo, 05 guardanapos, 01 batina preta, 01 bengala, 01 carteira de identidade e  01 crucifixo de quarto;FUNARBE - Casa de Cultura Josephina Bento - Avenida Governador Valadares nº 115- Centro;BM;2001
Betim;Capela de Nossa Senhora do Rosário;Centro Antiga de Capela Nova - Praça do Rosário s/nº;BI;2001
Betim;Conjunto Urbano da Colônia Santa Isabel - Descaracterização exercício 2018 - 51,704 ha;Citrolândia;CP;2001
Betim;Barreira da Polícia Rodoviária Federal - Monumento da Inauguração da Rodovia Fernão Dias- BR 381;Rodovia Fernão Dias,Km 16 - BR 381;BI;2004
Betim;Estação Ferroviária;Centro Antiga de Capela Nova - Rua Belo Horizonte  s/nº;BI;2001
Betim;Capela de São Sebastião;Rua Treze de Maio s/nº - Bairro Amazonas;BI;2001
Bias Fortes;Grupo Escolar Cardeal Motta;Rua Prefeito Odilon Fonseca nº384 - Centro;BI;2018
Bicas;Capela de São Miguel;Parte interna do Cemitério Municípial - Avenida Getúlio Vargas  s/nº;BI;2004
Bicas;Documentos dos Arquivos da Câmara Municipal;Praça Raul Soares  nº20 - 3° andar;BM;2004
Bicas;Arquivos do Jornal: O Município;Rua Dona Ana  nº155 - Térreo - Centro;BM;2004
Boa Esperança;Monumento Lamartine Babo;Avenida Marechal Floriano Peixoto;BI;2000
Boa Esperança;Árvore Centenária de Óleo de Copaíba - Morta;Avenida São Vicente de Paula;BI;2000
Boa Esperança;Fazenda Serra - Revogado;Divisa dos municípios de Campos Gerais e Boa Esperança;BI;2000
Boa Esperança;Oratório Barroco - Revogado;Fazenda Serra;BM;2000
Boa Esperança;Casa da Cultura e Biblioteca Pública Municipal;Rua Coqueiral nº  131;BI;2000
Boa Esperança;Manuscrito de Lamartine Babo;Rua Rubi nº  30 - Bairro Jardim Alvorada;BM;2000
Boa Esperança;Lago de Boa Esperança - 365,214 Km²- 36500 ha;Boa Esperança;CP;2000
Bocaiúva;Praça Doutor José Maria Alkimim - < 2 ha;Centro;CP;2001
Bocaiúva;Antigo Fórum  José Maria Alquimim;Praça Pedro Caldeira nº88;BI;2001
Bom Despacho;Chaminé da antiga Companhia Industrial Aliança Bondespachense - CIAB;Avenida Palmeiras, 689 - Palmeiras;BI;2021
Bom Despacho;Praça Olegário Maciel, antiga Praça da Estação:  murada, escadaria, equipamentos urbanos, jardins e árvores - 0,5 ha;Centro;BI;2004
Bom Despacho;Conjunto Arquitetônico Urbanístico e Paisagístico da Vila Militar - Vila de Operários da Estrada de Ferro de Paracatu - 8,5287 ha;Praça Capitão Maurício s/nº - Centro;CP;2018
Bom Despacho;Igreja Matriz de Nosso Senhor do Bom Despacho;Praça da Matrizs/nº - Centro;BI;2019
Bom Despacho;Paineira - Chorísia Speciosa -  Santa Casa;Praça Irmã Albuquerque s/nº;BI;2007
Bom Despacho;Locomotiva a vapor nº 325 - Maria Fumaça;Plataforma da Antiga Estação Ferroviária -Praça Olegário Maciel nº 741 - Centro;BM;2004
Bom Despacho;Quadro: A Matriz de Bom Despacho;Rua Ari Marques nº 325 - Museu da Cidade;BM;2007
Bom Despacho;Igaçaba- Urna Funerária;Museu da Cidade - Rua Ari nº 65;BM;2007
Bom Despacho;Fonte da Biquinha;Rua dos Expedicionários s/nº;BI;2007
Bom Despacho;Castelinho da Antiga Companhia Força e Luz;Rua Faustino Teixeira, nº75, Centro.;BI;2022
Bom Despacho;Escola Estadual - Grupo Escolar Irmã Maria;Praça José Alves Machado, nº44. Bairro São Vicente;BI;2022
Bom Despacho;Escola Municipal Coronel Praxedes - Grupo Escolar Bom Despacho;Não informado;BI;2021
Bom Jardim de Minas;Prefeitura Municipal - Paço Municipal;Avenida Dom Silvério, nº170 - Centro;BI;2023
Bom Jardim de Minas;Imagem Primitiva e Original do Senhor Bom Jesus do Matozinhos;Igreja Matriz do Senhor Bom Jesus do Matozinhos;BM;2023
Bom Jardim de Minas;Imagem do Senhor Bom Jesus do Matozinhos;Igreja Matriz do Senhor Bom Jesus do Matozinhos;BM;2023
Bom Jardim de Minas;Monumento Cristo Redentor de Bom Jardim de Minas;Morro Caxambú, a 1250 metros de altura;BM;2023
Bom Jardim de Minas;Recanto do Saber;Praça Presidente Vargas,nº 01;BI;2024
Bom Jardim de Minas;Centro Cultural Antoninho Guido de Paula - Casa da Cultura;Praça Presidente Vargas,nº 74;BI;2023
Bom Jardim de Minas;Capela Senhor dos Passos;Travessa Bom Jesus - Centro;BI;2004
Bom Jesus da Penha;Cemitério Pouso Alegre;Não informado;BI;2024
Bom Jesus da Penha;Imagem de Nossa Senhora da Penha;Paróquia do Senhor do Bom Jesus - Praça Dom Inácio nº  268 - Bom Jesus da Penha;BM;2020
Bom Jesus do Amparo;Cemitério dos Escravos - 0,1987 ha;Fazenda do Rosário - Zona  Rural de Bom Jesus do Amparo;CP;2006
Bom Jesus do Amparo;Igreja Matriz do Bom Jesus do Amparo - Igreja Matriz do Senhor Bom Jesus;Igreja Matriz do Bom Jesus do Amparo / Igreja Matriz do Senhor Bom Jesus - Praça Cardeal Mota s/nº;BI;2006
Bom Jesus do Amparo;Imagem do Senhor do Bom Jesus;Igreja Matriz do Bom Jesus do Amparo / Igreja Matriz do Senhor Bom Jesus - Praça Cardeal Mota s/nº;BM;2013
Bom Jesus do Amparo;Conjunto Paisagístico da Capela de São Sebastião e Cemitério - 0,224 ha;Rua Mestre Virgílio,s/nº - Bairro São Sebastião;CP;2020
Bom Repouso;Acervo da Banda de Música Lyra João Paulo II;Praça Coronel  Ananias de Andrade nº 77 - Sede;BM;2005
Bom Repouso;Conjunto da Capela de Nossa Senhora das Graças e Imagem de Nossa Senhora das Graças;Capela de Nossa Senhora das Graças - Rua José Pedro Brandão nº 320 - Alto do Cruzeiro;BI;2006
Bom Sucesso;Igreja São Bernardo de Claraval;Distrito de Macaia;BI;2009
Bom Sucesso;Imagem de Nossa Senhora do Bom Sucesso;Igreja Matriz de Nossa Senhora do Bom Sucesso - Praça Benjamim Guimarães s/nº;BM;2008
Bom Sucesso;Estação Ferroviária de Aureliano Mourão;Povoado de  Aureliano Mourão;BI;2011
Bom Sucesso;Prefeitura Municipal de Bom Sucesso;Praça Benedito Valadares  nº 51 - Centro;BI;2009
Bom Sucesso;Clube dos 70;Praça Coronel Benjamim Guimarães  nº 22 - Centro;BI;2011
Bom Sucesso;Igreja Matriz de Nossa Senhora do Bom Sucesso;Praça Coronel Benjamim Guimarães s/nº - Centro;BI;2009
Bom Sucesso;Escola Municipal  Protásio Guimarães;Praça Getúlio Vargas  nº 140 - Centro;BI;2009
Bom Sucesso;Capela Cristo Rei;Praça Maria Ambrosina Guimarães s/nº - Centro;BI;2009
Bom Sucesso;Fundação Santa Casa de Bom Sucesso - Antigo Orfanato;Praça Maria Ambrosina Mourão Guimarães  nº 162 - Centro;BI;2011
Bom Sucesso;Escola Estadual Benjamim Guimarães;Praça Maria Ambrosina Mourão Guimarães  nº 212 - Centro;BI;2011
Bom Sucesso;Casarão Senhor Marcos Oliveira;Rua Capitão Maromba  nº 25 - Centro;BI;2011
Bom Sucesso;Estação Ferroviária de Bom Sucesso;Rua Princesa Isabel  s/ nº - Bairro da Estação;BI;2009
Bom Sucesso;Praça Benjamim Guimarães - 0,6407 ha;Trechos adjacentes à Praça Benjamim Guimarães compreendendo parte do acesso principal da cidade, entre as ruas: Amâncio Castanheiras, Mário Silva, Cristóvão G. dos Santos, Otávio Carlos, Prefeito Valter Teixeira Martins, Cândido F.Soares e Doutor Herculano Castaneira;CP;2009
Bonfim;Chafariz;Avenida Santos Dumont  s/nº;BI;2002
Bonfim;Conjunto dos Cinco Passos - 41,069 ha;Avenida Santos Dumont  s/nº , esquina com Rua Sebastião Trigueiro - Rua Padre Trigueiro  s/nº - Avenida Governador Benedito Valadares s/nº - Avenida Governador Benedito Valadares  s/nº;CP;2002
Bonfim;Imaginária da Capela Nossa Senhora  do Rosário: Imagens de Nossa Senhora  do Rosário e Santa Efigênia;Capela Nossa Senhora do Rosário - Praça Mozart Teixeira Alves  s/nº;BM;2001
Bonfim;Arquivo Cartorial de Bonfim;Casa de Cultura - Rua Manoel de Freitas Marques nº 59 - Centro;BM;2001
Bonfim;Imagem do Senhor Bom Jesus do Bonfim;Igreja Matriz e Santuário Bom Jesus do Bonfim - Praça Getúlio Vargas nº 13;BM;2001
Bonfim;Conjunto Arquitetônico e Paisagistico Igreja Matriz e Santuário Senhor Bom Jesus do Bonfim;Ruas: Padre Trigueiro, Dr. Moreira da Rocha, Dr. Melo Viana, Afonso Pena, Ananias da Cunha, Coronel Villefort, Artur Bernardes, Dona Dodoca, Esperidião de Matos, Ribeiro da Silva, Cristóvão Colombo, Teodorico de M. Jardim e Francisco Santos e avenidas: Benedito Valadares, Santos Dumont, Pedro II e Álvares Cabral, Praças Getúlio Vargas, Senhor dos Passos e Mozart Teixeira Neves;BI;2001
Bonfim;Imaginária da Igreja Matriz e Santuário Senhor Bom Jesus do Bonfim: Imagem de Nossa Senhora do Rosário, São José, Nossa Senhora do Carmo, São Miguel Arcanjo, São Francisco de Assis São Sebastião, São Benedito e São Vicente de Paula;Praça Getúlio Vargas nº 13;BM;2001
Bonfim;Igreja Matriz de Santo Antônio;Praça José Ribeiro de Almeida  s/nº - Vargem Alegre;BI;2002
Bonfim;Conjunto Arquitetônico e Paisagistico Capela Nossa Senhora  do Rosário;Praça Mozart Teixera Neves nº 104;BI;2002
Bonfim;Capela Senhor dos Passos;Praça Senhor dos Passos nº 96;BI;2002
Bonfim;Imaginária Capela Senhor dos Passos: Imagens Senhor Morto, Nossa Senhora das Dores e Senhor dos Passos;Praça Senhor dos Passos nº 96;BM;2001
Bonfim;Fazenda Palestina;Rodovia Bonfim/Itaguara - Km 2  s/nº;BI;2001
Bonfim;Núcleo Histórico Urbano de Bonfim - 280 unidades;Ruas: Padre Trigueiro, Dr. Moreira da Rocha, Dr. Melo Viana, Afonso Pena, Ananias da Cunha, Coronel Villefort, Artur Bernardes, Dona Dodoca, Esperidião de Matos, Ribeiro da Silva, Cristóvão Colombo, Teodorico de M. Jardim e Francisco Santos e avenidas: Benedito Valadares, Santos Dumont, Pedro II e Álvares Cabral, Praças Getúlio Vargas, Senhor dos Passos e Mozart Teixeira Neves;NH;2001
Bonfinópolis de Minas;Praça Senhor do Bonfim - 5,79 ha;Latitude 16º34’13,05”S / Longitude 45º59’15,42”W;CP;2009
Bonfinópolis de Minas;Igreja das Lages;Comunidade das Lages;BI;2004
Bonfinópolis de Minas;Imagem de Santo Antônio;Igreja Nosso Senhor do Bonfim – Casa Paroquial - Praça Nosso Senhor do Bonfim  nº338;BM;2004
